,sales,order_id,order_date,customer_id,segment,category,sub_category,quantity,profit
3118,146.73,CA-2015-104038,2015-02-06,LO-17170,Corporate,Office Supplies,Storage,3,2.9346
3119,146.73,CA-2014-155264,2014-10-19,RP-19270,Corporate,Office Supplies,Paper,3,68.9631
3120,146.688,CA-2016-101980,2016-08-19,RP-19390,Consumer,Office Supplies,Binders,6,55.008
3121,146.688,US-2016-102141,2016-08-26,KD-16615,Corporate,Office Supplies,Binders,8,45.84
3122,146.544,CA-2015-150714,2015-10-26,KH-16690,Corporate,Office Supplies,Labels,6,47.6268
3123,146.45,US-2017-167920,2017-12-09,JL-15835,Consumer,Technology,Accessories,5,48.3285
3124,146.352,CA-2014-106439,2014-10-31,GG-14650,Corporate,Furniture,Chairs,3,-9.147
3125,146.352,CA-2016-129868,2016-12-26,MC-18130,Corporate,Furniture,Chairs,3,-5.4882
3126,146.352,CA-2017-146346,2017-06-17,RA-19945,Consumer,Office Supplies,Storage,3,-32.9292
3127,146.352,CA-2016-130400,2016-03-08,SJ-20125,Home Office,Office Supplies,Envelopes,3,49.3938
3128,146.176,US-2017-102288,2017-06-19,ZC-21910,Consumer,Office Supplies,Paper,8,47.5072
3129,146.136,CA-2015-113628,2015-11-12,AH-10690,Corporate,Furniture,Chairs,3,16.4403
3130,146.04,CA-2016-153101,2016-09-08,PJ-19015,Consumer,Furniture,Tables,1,-12.7785
3131,145.98,CA-2014-164210,2014-11-18,PW-19240,Consumer,Furniture,Tables,2,-99.2664
3132,145.98,CA-2016-110898,2016-03-06,LC-16870,Consumer,Furniture,Tables,2,-99.2664
3133,145.9,CA-2017-133249,2017-07-08,SZ-20035,Home Office,Furniture,Furnishings,5,62.737
3134,145.9,CA-2015-168529,2015-10-08,MB-17305,Consumer,Furniture,Furnishings,5,62.737
3135,145.85,CA-2017-158743,2017-10-20,IG-15085,Consumer,Office Supplies,Binders,5,70.008
3136,145.764,CA-2016-143910,2016-08-12,BC-11125,Home Office,Furniture,Chairs,2,-8.098
3137,145.764,US-2017-168613,2017-10-08,GM-14440,Consumer,Furniture,Chairs,2,3.2392
3138,145.764,US-2015-165743,2015-11-20,MM-18055,Consumer,Furniture,Bookcases,6,-247.7988
3139,145.74,CA-2017-161200,2017-08-06,SV-20365,Consumer,Furniture,Bookcases,3,23.3184
3140,145.568,US-2014-151925,2014-09-26,KT-16465,Consumer,Furniture,Chairs,2,0.0
3141,145.544,CA-2016-162082,2016-03-14,JS-15880,Consumer,Office Supplies,Art,7,16.3737
3142,144.96,CA-2014-142769,2014-09-13,RP-19390,Consumer,Technology,Accessories,4,60.8832
3143,144.95,CA-2014-131905,2014-02-06,ND-18460,Corporate,Technology,Phones,5,42.0355
3144,144.784,CA-2015-168564,2015-08-08,TT-21220,Consumer,Furniture,Chairs,1,10.8588
3145,144.6,CA-2014-138240,2014-10-09,SJ-20500,Consumer,Office Supplies,Art,3,41.934
3146,144.12,CA-2016-122903,2016-05-27,LA-16780,Corporate,Office Supplies,Paper,3,69.1776
3147,144.12,CA-2014-100762,2014-11-24,NG-18355,Corporate,Office Supplies,Paper,3,69.1776
3148,144.12,CA-2015-128013,2015-08-09,MF-18250,Corporate,Office Supplies,Paper,3,69.1776
3149,143.982,US-2016-100720,2016-07-16,CK-12205,Consumer,Technology,Phones,3,-28.7964
3150,143.976,CA-2014-139892,2014-09-08,BM-11140,Consumer,Technology,Phones,3,8.9985
3151,143.976,CA-2015-139164,2015-06-23,CS-12355,Consumer,Technology,Phones,3,8.9985
3152,143.96,CA-2015-115938,2015-06-26,SA-20830,Consumer,Office Supplies,Binders,4,69.1008
3153,143.96,US-2017-141677,2017-03-26,HK-14890,Corporate,Technology,Accessories,5,1.7995
3154,143.952,CA-2014-164385,2014-09-26,NB-18580,Corporate,Office Supplies,Appliances,3,14.3952
3155,143.952,CA-2017-166898,2017-09-11,KH-16630,Corporate,Technology,Phones,6,17.994
3156,143.928,CA-2017-102610,2017-11-04,CA-12265,Consumer,Technology,Phones,9,-32.3838
3157,143.856,US-2017-103814,2017-12-09,LH-16900,Consumer,Office Supplies,Paper,9,48.5514
3158,143.856,CA-2014-146731,2014-11-03,AT-10735,Consumer,Office Supplies,Paper,9,48.5514
3159,143.73,CA-2017-102519,2017-11-27,BM-11650,Corporate,Technology,Accessories,9,56.0547
3160,143.728,CA-2017-135650,2017-03-23,AC-10660,Consumer,Office Supplies,Storage,2,-32.3388
3161,143.7,CA-2017-106180,2017-09-18,SH-19975,Corporate,Office Supplies,Paper,3,68.976
3162,143.7,CA-2015-131338,2015-08-09,NP-18325,Consumer,Office Supplies,Paper,3,68.976
3163,143.7,CA-2016-117849,2016-04-15,JK-16120,Home Office,Office Supplies,Paper,3,68.976
3164,143.7,CA-2017-118577,2017-10-06,XP-21865,Consumer,Office Supplies,Paper,3,68.976
3165,143.64,CA-2014-124737,2014-08-23,AP-10915,Consumer,Technology,Phones,9,10.773
3166,143.432,CA-2014-157882,2014-10-03,AR-10405,Corporate,Furniture,Tables,1,3.5858
3167,143.128,CA-2015-164007,2015-06-08,MG-17695,Consumer,Office Supplies,Appliances,2,-393.602
3168,142.86,US-2014-167738,2014-12-24,JC-16105,Corporate,Office Supplies,Storage,1,41.4294
3169,142.8,US-2017-107384,2017-12-04,TP-21130,Consumer,Technology,Accessories,1,29.988
3170,142.776,CA-2014-149958,2014-03-15,AS-10240,Consumer,Office Supplies,Storage,1,17.847
3171,142.776,CA-2017-119284,2017-06-15,TS-21205,Corporate,Office Supplies,Storage,1,17.847
3172,142.488,CA-2014-108903,2014-10-03,DO-13435,Consumer,Technology,Accessories,3,-3.5622
3173,142.4,CA-2014-159184,2014-09-14,JC-15775,Consumer,Furniture,Furnishings,5,52.688
3174,142.36,US-2015-138121,2015-12-17,JL-15835,Consumer,Furniture,Chairs,2,38.4372
3175,142.182,CA-2016-132066,2016-10-16,NB-18655,Corporate,Furniture,Tables,1,-37.9152
3176,142.04,CA-2015-134201,2015-04-10,EH-14125,Home Office,Office Supplies,Storage,4,38.3508
3177,141.96,CA-2015-114237,2015-03-13,MC-17275,Consumer,Furniture,Bookcases,2,39.7488
3178,141.96,CA-2015-115511,2015-11-21,NW-18400,Consumer,Furniture,Bookcases,2,41.1684
3179,141.96,CA-2015-151680,2015-11-19,TC-21475,Home Office,Furniture,Furnishings,2,22.7136
3180,141.96,CA-2017-166926,2017-12-01,SO-20335,Consumer,Furniture,Bookcases,2,41.1684
3181,141.96,CA-2017-100412,2017-12-22,SR-20425,Home Office,Furniture,Chairs,2,35.49
3182,141.96,CA-2014-167997,2014-01-26,CA-11965,Corporate,Furniture,Bookcases,2,39.7488
3183,141.9,CA-2017-140480,2017-07-08,HE-14800,Corporate,Technology,Accessories,5,58.179
3184,141.76,CA-2015-130883,2015-09-26,TB-21520,Consumer,Office Supplies,Paper,5,47.844
3185,141.76,CA-2014-141313,2014-12-28,AJ-10780,Corporate,Office Supplies,Paper,4,66.6272
3186,141.552,CA-2015-116484,2015-11-20,JK-15205,Consumer,Office Supplies,Storage,3,-26.541
3187,141.42,CA-2017-151750,2017-01-01,JM-15250,Consumer,Furniture,Furnishings,5,-187.3815
3188,141.4,CA-2015-160472,2015-07-20,RK-19300,Consumer,Office Supplies,Storage,5,38.178
3189,141.4,CA-2014-101931,2014-10-28,TS-21370,Corporate,Office Supplies,Storage,5,38.178
3190,141.372,US-2017-118087,2017-09-09,SP-20620,Corporate,Furniture,Chairs,2,-48.4704
3191,141.372,CA-2016-115574,2016-12-23,BP-11185,Corporate,Furniture,Bookcases,2,-14.1372
3192,140.97,CA-2017-121048,2017-07-14,TC-21295,Consumer,Technology,Accessories,3,19.7358
3193,140.81,CA-2016-157763,2016-07-18,KH-16330,Corporate,Furniture,Chairs,1,39.4268
3194,140.75,CA-2016-101336,2016-11-13,CK-12760,Corporate,Office Supplies,Art,5,39.41
3195,140.75,CA-2015-103772,2015-06-28,MP-17470,Home Office,Office Supplies,Art,5,42.225
3196,140.736,CA-2014-121664,2014-05-06,HP-14815,Home Office,Office Supplies,Binders,8,52.776
3197,140.736,CA-2017-106859,2017-03-13,BF-11215,Home Office,Technology,Phones,8,49.2576
3198,140.736,CA-2015-161445,2015-09-07,CC-12610,Corporate,Office Supplies,Art,4,12.3144
3199,140.67,CA-2017-129294,2017-03-16,KD-16615,Corporate,Office Supplies,Appliances,3,54.8613
3200,140.376,CA-2015-141012,2015-06-09,TG-21640,Consumer,Technology,Phones,3,8.7735
3201,139.96,CA-2016-125661,2016-11-24,CA-12055,Home Office,Technology,Accessories,5,-22.7435
3202,139.96,CA-2016-102127,2016-06-26,VP-21760,Corporate,Technology,Accessories,4,9.7972
3203,139.96,CA-2017-160633,2017-11-16,BS-11380,Corporate,Technology,Accessories,5,-1.7495
3204,139.95,CA-2015-154326,2015-02-15,RP-19855,Corporate,Technology,Accessories,5,26.5905
3205,139.944,US-2015-156496,2015-08-10,WB-21850,Consumer,Technology,Phones,7,-31.4874
3206,139.93,CA-2014-159800,2014-11-28,SG-20470,Consumer,Technology,Accessories,7,34.9825
3207,139.92,CA-2016-154018,2016-10-13,HA-14920,Consumer,Furniture,Furnishings,5,-150.414
3208,139.92,US-2017-107888,2017-11-16,CC-12220,Consumer,Furniture,Furnishings,2,23.7864
3209,139.86,CA-2017-142636,2017-11-03,KC-16675,Corporate,Office Supplies,Paper,7,65.7342
3210,139.86,US-2014-114188,2014-05-20,RF-19345,Corporate,Furniture,Furnishings,7,60.1398
3211,139.8,CA-2014-123855,2014-06-18,MC-18100,Consumer,Technology,Phones,5,12.2325
3212,139.58,CA-2017-151281,2017-04-27,HM-14980,Consumer,Furniture,Furnishings,7,39.0824
3213,139.44,CA-2014-163559,2014-09-23,ST-20530,Consumer,Office Supplies,Binders,3,47.061
3214,139.424,CA-2015-166135,2015-10-01,SC-20440,Corporate,Office Supplies,Storage,4,17.428
3215,139.04,CA-2017-161333,2017-02-02,JL-15835,Consumer,Office Supplies,Storage,4,38.9312
3216,138.588,CA-2017-121293,2017-07-25,JC-15775,Consumer,Furniture,Tables,1,-34.647
3217,138.56,US-2014-157070,2014-06-01,QJ-19255,Corporate,Office Supplies,Binders,4,66.5088
3218,138.0,US-2015-156797,2015-08-11,PO-19180,Home Office,Technology,Phones,2,34.5
3219,137.94,US-2017-104437,2017-01-27,TG-21310,Consumer,Technology,Phones,3,35.8644
3220,137.94,CA-2016-142594,2016-12-01,EJ-14155,Consumer,Technology,Phones,3,35.8644
3221,137.62,CA-2015-121608,2015-09-03,JB-15400,Corporate,Office Supplies,Appliances,2,60.5528
3222,137.62,US-2017-130953,2017-07-29,RF-19735,Consumer,Office Supplies,Appliances,2,60.5528
3223,137.54,CA-2014-124702,2014-11-18,MH-17785,Corporate,Furniture,Furnishings,2,55.016
3224,137.352,CA-2014-168312,2014-03-01,GW-14605,Consumer,Office Supplies,Storage,3,8.5845
3225,137.25,CA-2015-146948,2015-07-16,MG-17890,Home Office,Office Supplies,Envelopes,9,63.135
3226,137.24,CA-2015-111514,2015-08-31,SC-20260,Corporate,Office Supplies,Binders,5,46.3185
3227,137.24,CA-2014-103940,2014-09-17,BN-11515,Consumer,Office Supplies,Binders,5,46.3185
3228,136.99,CA-2017-148691,2017-12-03,CS-12460,Consumer,Technology,Phones,1,36.9873
3229,136.96,CA-2014-108861,2014-05-28,MM-17260,Consumer,Office Supplies,Binders,4,51.36
3230,136.92,CA-2015-157959,2015-02-03,RW-19540,Corporate,Furniture,Furnishings,4,41.076
3231,136.784,CA-2016-165848,2016-06-04,EN-13780,Consumer,Furniture,Bookcases,1,5.1294
3232,136.53,US-2014-123519,2014-12-14,SS-20875,Consumer,Furniture,Tables,1,-52.3365
3233,136.464,CA-2016-156265,2016-08-02,BF-11020,Corporate,Furniture,Tables,2,15.3522
3234,136.26,CA-2017-145506,2017-06-03,MO-17800,Home Office,Office Supplies,Storage,9,5.4504
3235,135.99,CA-2014-110065,2014-08-05,SP-20650,Corporate,Technology,Phones,1,36.7173
3236,135.99,CA-2015-122973,2015-07-18,PJ-19015,Consumer,Technology,Phones,1,36.7173
3237,135.984,CA-2015-134117,2015-12-17,PG-18895,Consumer,Technology,Phones,2,16.998
3238,135.98,CA-2014-143840,2014-05-22,EH-14185,Consumer,Technology,Phones,2,33.995
3239,135.95,CA-2016-160234,2016-06-26,PF-19225,Consumer,Technology,Phones,1,39.4255
3240,135.9,CA-2016-150350,2016-08-23,MS-17770,Consumer,Office Supplies,Envelopes,5,63.873
3241,135.882,CA-2014-164973,2014-11-04,NM-18445,Home Office,Furniture,Chairs,1,24.1568
3242,135.8,CA-2016-121447,2016-02-21,EA-14035,Corporate,Furniture,Furnishings,7,66.542
3243,135.72,CA-2015-134747,2015-10-12,DL-12925,Consumer,Technology,Phones,3,35.2872
3244,135.516,CA-2014-102869,2014-09-09,LC-17140,Consumer,Technology,Phones,1,-31.6204
3245,135.3,CA-2017-128783,2017-09-07,TG-21640,Consumer,Furniture,Furnishings,5,37.884
3246,135.3,CA-2017-100097,2017-11-26,MN-17935,Consumer,Furniture,Furnishings,5,37.884
3247,135.09,CA-2015-103135,2015-07-24,SS-20515,Home Office,Office Supplies,Binders,9,62.1414
3248,134.99,US-2015-138093,2015-12-10,KM-16225,Corporate,Technology,Phones,1,36.4473
3249,134.97,CA-2015-154326,2015-02-15,RP-19855,Corporate,Technology,Phones,3,64.7856
3250,134.85,CA-2016-167759,2016-03-03,CC-12670,Consumer,Technology,Phones,3,37.758
3251,134.8,CA-2016-146325,2016-12-14,DS-13180,Corporate,Office Supplies,Storage,10,35.048
3252,134.48,CA-2015-148250,2015-12-13,RP-19270,Corporate,Office Supplies,Appliances,4,34.9648
3253,134.376,CA-2015-159863,2015-09-04,DS-13180,Corporate,Technology,Accessories,3,6.7188
3254,134.288,CA-2016-137239,2016-08-22,CR-12730,Consumer,Office Supplies,Envelopes,2,45.3222
3255,134.272,US-2016-164945,2016-11-22,CA-12055,Home Office,Office Supplies,Binders,8,46.9952
3256,134.01,CA-2014-126760,2014-07-26,KM-16720,Consumer,Furniture,Furnishings,9,36.1827
3257,133.98,US-2015-163825,2015-06-16,LC-16885,Consumer,Technology,Phones,2,33.495
3258,133.472,US-2015-156496,2015-08-10,WB-21850,Consumer,Office Supplies,Appliances,4,15.0156
3259,133.38,CA-2016-146143,2016-12-14,MC-17845,Consumer,Furniture,Furnishings,6,58.6872
3260,133.2,CA-2017-128328,2017-08-05,PO-18865,Consumer,Office Supplies,Labels,9,66.6
3261,133.12,US-2017-147998,2017-05-19,SA-20830,Consumer,Office Supplies,Binders,5,49.92
3262,132.79,CA-2015-124653,2015-12-24,DB-13120,Corporate,Office Supplies,Paper,7,63.7392
3263,132.696,CA-2014-163867,2014-06-03,RE-19450,Consumer,Office Supplies,Storage,3,9.9522
3264,132.6,CA-2017-156818,2017-07-11,JD-16015,Consumer,Technology,Accessories,6,17.238
3265,132.52,CA-2017-106103,2017-06-10,SC-20305,Consumer,Technology,Accessories,4,54.3332
3266,132.52,US-2017-132444,2017-11-18,CD-12280,Consumer,Technology,Accessories,4,54.3332
3267,132.52,CA-2016-129280,2016-05-03,SM-20905,Consumer,Technology,Accessories,5,34.7865
3268,132.224,CA-2016-125017,2016-02-06,KB-16240,Corporate,Furniture,Furnishings,4,-18.1808
3269,132.16,CA-2014-142510,2014-12-22,NP-18700,Consumer,Office Supplies,Storage,1,9.912
3270,131.98,CA-2017-135860,2017-12-01,JH-15985,Consumer,Technology,Phones,2,35.6346
3271,131.98,CA-2015-108532,2015-08-29,CC-12100,Home Office,Technology,Phones,2,35.6346
3272,131.94,CA-2017-111332,2017-05-20,NC-18340,Consumer,Office Supplies,Art,3,35.6238
3273,131.904,CA-2014-149958,2014-03-15,AS-10240,Consumer,Office Supplies,Paper,3,47.8152
3274,131.904,CA-2015-150714,2015-10-26,KH-16690,Corporate,Office Supplies,Paper,3,47.8152
3275,131.88,CA-2016-132829,2016-12-23,LA-16780,Corporate,Technology,Phones,3,14.8365
3276,131.88,US-2015-129007,2015-09-13,KD-16615,Corporate,Furniture,Furnishings,7,55.3896
3277,131.6,CA-2016-134803,2016-05-28,CL-12565,Consumer,Technology,Accessories,7,7.896
3278,131.376,US-2015-123918,2015-10-15,CG-12520,Consumer,Furniture,Furnishings,6,-95.2476
3279,131.136,CA-2016-108987,2016-09-08,AG-10675,Consumer,Office Supplies,Storage,4,-32.784
3280,131.104,CA-2015-103870,2015-12-27,SP-20860,Corporate,Furniture,Bookcases,2,8.194
3281,130.98,CA-2017-159793,2017-08-25,SV-20365,Consumer,Furniture,Bookcases,2,-89.0664
3282,130.71,CA-2017-138149,2017-06-29,WB-21850,Consumer,Office Supplies,Storage,3,39.213
3283,130.464,CA-2014-115259,2014-08-25,RC-19960,Consumer,Office Supplies,Envelopes,6,44.0316
3284,130.112,CA-2017-156664,2017-12-18,BP-11290,Consumer,Office Supplies,Appliances,2,13.0112
3285,129.98,CA-2014-127187,2014-12-04,CP-12085,Corporate,Technology,Phones,2,62.3904
3286,129.98,CA-2016-115476,2016-03-17,VM-21835,Consumer,Technology,Phones,2,62.3904
3287,129.93,CA-2017-123134,2017-05-02,DW-13585,Corporate,Furniture,Furnishings,3,12.993
3288,129.93,CA-2015-118843,2015-09-13,JH-15910,Consumer,Furniture,Furnishings,3,12.993
3289,129.92,CA-2014-117429,2014-10-07,MR-17545,Home Office,Furniture,Furnishings,5,21.112
3290,129.92,US-2017-109253,2017-08-21,PR-18880,Consumer,Furniture,Furnishings,4,10.3936
3291,129.92,CA-2016-158694,2016-11-10,AI-10855,Consumer,Office Supplies,Appliances,4,38.976
3292,129.92,CA-2016-131205,2016-09-04,AA-10645,Consumer,Office Supplies,Storage,4,5.1968
3293,129.92,CA-2014-151967,2014-10-22,NB-18580,Corporate,Furniture,Furnishings,4,10.3936
3294,129.888,CA-2014-131541,2014-07-28,CK-12205,Consumer,Furniture,Furnishings,6,12.9888
3295,129.568,US-2014-110674,2014-02-12,SC-20095,Consumer,Furniture,Chairs,2,-24.294
3296,129.568,CA-2015-157812,2015-03-22,DB-13210,Consumer,Office Supplies,Storage,2,-25.9136
3297,129.568,US-2015-146745,2015-09-03,AS-10630,Home Office,Furniture,Chairs,2,-12.9568
3298,129.552,CA-2014-131009,2014-03-01,SC-20380,Consumer,Office Supplies,Storage,3,-22.6716
3299,129.552,CA-2016-124254,2016-04-12,TB-21175,Corporate,Office Supplies,Storage,3,-22.6716
3300,129.45,CA-2015-130204,2015-09-03,DB-13120,Corporate,Technology,Accessories,5,46.602
3301,129.39,CA-2017-169124,2017-07-03,MB-17305,Consumer,Furniture,Furnishings,3,54.3438
3302,129.3,CA-2017-164329,2017-01-30,MM-17920,Consumer,Office Supplies,Storage,2,6.465
3303,129.3,US-2014-113124,2014-03-30,NC-18340,Consumer,Office Supplies,Storage,2,6.465
3304,129.3,CA-2017-169999,2017-06-19,JS-15685,Corporate,Office Supplies,Storage,2,6.465
3305,128.9,CA-2017-148264,2017-12-08,LF-17185,Consumer,Furniture,Furnishings,2,15.468
3306,128.85,CA-2015-122406,2015-08-02,BE-11455,Home Office,Technology,Phones,3,3.8655
3307,128.85,CA-2015-103177,2015-05-30,EN-13780,Consumer,Technology,Phones,3,3.8655
3308,128.85,CA-2017-129581,2017-12-11,KN-16390,Corporate,Technology,Phones,3,3.8655
3309,128.82,CA-2015-120810,2015-07-23,TH-21550,Home Office,Furniture,Furnishings,3,50.2398
3310,128.744,CA-2017-108574,2017-10-07,MG-18145,Consumer,Technology,Phones,7,-28.9674
3311,128.744,CA-2015-139738,2015-09-25,DK-12895,Consumer,Office Supplies,Art,7,12.8744
3312,128.4,CA-2016-164637,2016-03-04,RD-19480,Consumer,Office Supplies,Binders,3,64.2
3313,128.4,CA-2016-121356,2016-11-20,SJ-20500,Consumer,Office Supplies,Binders,3,62.916
3314,128.34,CA-2016-135965,2016-09-22,SZ-20035,Home Office,Office Supplies,Storage,6,37.2186
3315,128.124,CA-2017-102925,2017-11-05,CD-12280,Consumer,Furniture,Chairs,2,24.2012
3316,128.058,CA-2017-156895,2017-05-08,DJ-13510,Corporate,Furniture,Chairs,3,-23.7822
3317,128.058,CA-2015-130365,2015-04-25,ZC-21910,Consumer,Furniture,Chairs,3,-23.7822
3318,127.984,CA-2017-118773,2017-02-09,TP-21415,Consumer,Technology,Accessories,2,15.998
3319,127.984,CA-2017-157980,2017-12-07,SH-20395,Consumer,Technology,Accessories,2,25.5968
3320,127.984,CA-2014-122609,2014-11-12,DP-13000,Consumer,Technology,Accessories,2,25.5968
3321,127.96,US-2015-152128,2015-05-25,NM-18445,Home Office,Office Supplies,Binders,2,60.1412
3322,127.96,CA-2017-168123,2017-03-05,JD-16060,Consumer,Office Supplies,Binders,2,62.7004
3323,127.95,CA-2016-154235,2016-09-24,RD-19900,Consumer,Furniture,Furnishings,3,21.7515
3324,127.95,CA-2017-129028,2017-04-01,GB-14530,Corporate,Furniture,Furnishings,3,21.7515
3325,127.95,CA-2014-112837,2014-09-11,LW-17125,Consumer,Furniture,Furnishings,3,21.7515
3326,127.936,CA-2017-156237,2017-09-14,PS-18760,Consumer,Furniture,Furnishings,8,4.7976
3327,127.92,US-2017-158218,2017-05-12,AC-10420,Corporate,Office Supplies,Storage,5,-15.99
3328,127.904,CA-2015-131856,2015-05-12,JG-15160,Consumer,Office Supplies,Paper,7,41.5688
3329,127.88,US-2016-108637,2016-03-13,AB-10060,Home Office,Furniture,Furnishings,2,40.9216
3330,127.88,CA-2016-125087,2016-04-18,TH-21115,Corporate,Furniture,Furnishings,5,-67.137
3331,127.869,CA-2014-110219,2014-05-05,EB-13870,Consumer,Furniture,Chairs,3,-9.1335
3332,127.785,CA-2017-156622,2017-11-23,JP-15460,Corporate,Furniture,Tables,1,-31.0335
3333,127.764,US-2015-160857,2015-05-08,NW-18400,Consumer,Furniture,Chairs,2,21.294
3334,127.764,CA-2015-142734,2015-04-16,DM-13345,Corporate,Furniture,Chairs,2,2.8392
3335,127.764,CA-2015-143364,2015-07-14,TG-21310,Consumer,Furniture,Bookcases,6,-191.646
3336,127.554,CA-2016-140018,2016-11-21,CK-12205,Consumer,Furniture,Chairs,3,-9.111
3337,127.386,CA-2017-160122,2017-11-18,RD-19930,Consumer,Furniture,Chairs,2,-25.4772
3338,127.372,CA-2017-154109,2017-11-06,ML-17410,Consumer,Furniture,Chairs,2,-30.9332
3339,127.302,CA-2014-162089,2014-03-30,MP-17470,Home Office,Furniture,Chairs,7,-9.093
3340,127.104,CA-2014-115791,2014-01-16,DL-13315,Consumer,Furniture,Furnishings,6,28.5984
3341,126.624,CA-2014-127859,2014-03-17,QJ-19255,Corporate,Office Supplies,Paper,6,41.1528
3342,126.56,CA-2017-151008,2017-09-07,JM-16195,Consumer,Technology,Phones,4,47.46
3343,126.3,CA-2017-135307,2017-11-26,LS-17245,Consumer,Furniture,Furnishings,3,40.416
3344,126.3,CA-2017-116988,2017-06-27,PW-19030,Corporate,Furniture,Furnishings,3,40.416
3345,126.08,US-2016-114013,2016-03-13,SC-20770,Corporate,Office Supplies,Storage,2,-28.368
3346,125.99,CA-2016-152730,2016-05-30,EM-14140,Home Office,Technology,Phones,1,35.2772
3347,125.99,CA-2015-135853,2015-12-11,CA-12775,Consumer,Technology,Phones,1,31.4975
3348,125.976,CA-2015-140144,2015-06-20,SC-20770,Corporate,Technology,Phones,3,47.241
3349,125.944,US-2015-136427,2015-06-20,JM-16195,Consumer,Technology,Phones,7,15.743
3350,125.93,CA-2015-146290,2015-05-04,SV-20815,Corporate,Office Supplies,Art,7,35.2604
3351,125.88,CA-2017-128328,2017-08-05,PO-18865,Consumer,Office Supplies,Binders,6,60.4224
3352,125.76,CA-2014-127964,2014-03-03,AP-10720,Home Office,Office Supplies,Binders,3,40.872
3353,125.7,CA-2016-160220,2016-10-20,JS-16030,Consumer,Technology,Phones,6,35.196
3354,125.36,CA-2016-159891,2016-01-31,BF-11170,Home Office,Office Supplies,Envelopes,8,58.9192
3355,125.13,CA-2017-100055,2017-05-28,MD-17860,Corporate,Office Supplies,Appliances,3,36.2877
3356,124.95,CA-2015-108665,2015-07-06,KM-16225,Corporate,Technology,Phones,5,2.499
3357,124.792,CA-2017-130771,2017-07-29,LA-16780,Corporate,Technology,Phones,1,15.599
3358,124.792,CA-2017-154039,2017-02-17,JK-16120,Home Office,Technology,Phones,1,10.9193
3359,124.75,CA-2017-158386,2017-10-16,BO-11425,Consumer,Office Supplies,Binders,5,57.385
3360,124.608,US-2016-134908,2016-06-05,JS-15940,Home Office,Office Supplies,Storage,4,-23.364
3361,124.46,CA-2015-122371,2015-09-26,BS-11800,Home Office,Office Supplies,Envelopes,2,58.4962
3362,124.41,CA-2014-119375,2014-11-17,YC-21895,Corporate,Furniture,Furnishings,3,14.9292
3363,124.404,US-2017-123834,2017-07-21,GM-14500,Consumer,Furniture,Tables,4,-21.3264
3364,124.36,CA-2017-144827,2017-12-21,SE-20110,Consumer,Office Supplies,Storage,2,33.5772
3365,124.36,CA-2015-104626,2015-09-01,DR-12940,Home Office,Furniture,Furnishings,2,27.3592
3366,124.36,CA-2017-103443,2017-12-17,AT-10735,Consumer,Furniture,Furnishings,2,27.3592
3367,124.25,US-2016-115441,2016-07-25,SH-19975,Corporate,Technology,Accessories,7,48.4575
3368,124.2,US-2015-150630,2015-09-17,TB-21520,Consumer,Furniture,Furnishings,3,15.525
3369,124.2,CA-2014-115791,2014-01-16,DL-13315,Consumer,Technology,Phones,3,-31.05
3370,124.11,CA-2014-163552,2014-07-11,LA-16780,Corporate,Furniture,Furnishings,9,52.1262
3371,124.032,CA-2014-142510,2014-12-22,NP-18700,Consumer,Office Supplies,Paper,4,44.9616
3372,123.96,CA-2017-168396,2017-08-03,BD-11725,Consumer,Furniture,Furnishings,3,11.1564
3373,123.96,CA-2015-136798,2015-05-08,DL-12925,Consumer,Furniture,Furnishings,3,11.1564
3374,123.92,CA-2016-128412,2016-12-10,AP-10915,Consumer,Office Supplies,Paper,4,55.764
3375,123.92,CA-2017-168228,2017-04-27,AP-10915,Consumer,Office Supplies,Art,4,33.4584
3376,123.92,CA-2016-158547,2016-05-30,JM-16195,Consumer,Office Supplies,Appliances,5,9.294
3377,123.92,CA-2014-140732,2014-11-11,MA-17560,Home Office,Office Supplies,Paper,4,55.764
3378,123.92,CA-2017-127397,2017-02-24,ES-14080,Corporate,Office Supplies,Paper,5,38.725
3379,123.92,CA-2014-119977,2014-10-08,DN-13690,Consumer,Office Supplies,Paper,4,55.764
3380,123.92,CA-2016-104983,2016-07-03,FM-14215,Corporate,Office Supplies,Paper,5,38.725
3381,123.858,CA-2015-111948,2015-11-11,AG-10495,Corporate,Office Supplies,Appliances,2,46.7908
3382,123.552,US-2014-155894,2014-07-26,CL-11890,Consumer,Office Supplies,Storage,3,-29.3436
3383,123.256,CA-2017-125199,2017-10-19,HM-14860,Corporate,Office Supplies,Art,7,9.2442
3384,123.144,CA-2014-123323,2014-11-07,LH-16900,Consumer,Office Supplies,Binders,7,46.179
3385,123.136,CA-2014-131310,2014-07-12,CL-12565,Consumer,Furniture,Chairs,4,13.8528
3386,123.088,CA-2016-166282,2016-04-16,PK-19075,Consumer,Office Supplies,Paper,7,40.0036
3387,122.97,US-2016-108504,2016-02-05,PP-18955,Home Office,Office Supplies,Paper,3,60.2553
3388,122.97,US-2017-152002,2017-06-11,DV-13465,Consumer,Office Supplies,Paper,3,60.2553
3389,122.97,CA-2016-145982,2016-08-27,TB-21055,Consumer,Office Supplies,Paper,3,60.2553
3390,122.97,CA-2014-128846,2014-04-07,RS-19765,Corporate,Office Supplies,Paper,3,60.2553
3391,122.97,CA-2014-163223,2014-03-21,KH-16690,Corporate,Office Supplies,Paper,3,60.2553
